Hafize,B-PERSON
Gaye,I-PERSON
Erkan,I-PERSON
-,O
Ms.,O
Erkan,B-PERSON
",",O
40,B-DATE
",",O
is,O
the,O
President,B-TITLE
of,O
First,B-ORG
Republic,I-ORG
Bank,I-ORG
(,O
``,O
First,B-ORG
Republic,I-ORG
'',O
),O
.,O
,
Ms.,O
Erkan,B-PERSON
also,O
became,O
a,O
member,B-TITLE
of,O
the,O
Board,B-ORG
of,I-ORG
Directors,I-ORG
of,O
First,B-ORG
Republic,I-ORG
in,O
2019,B-DATE
.,O
,
Prior,O
to,O
becoming,O
President,B-TITLE
in,O
2017,B-DATE
",",O
she,O
served,O
as,O
Chief,B-TITLE
Investment,I-TITLE
Officer,I-TITLE
and,O
Chief,B-TITLE
Deposit,I-TITLE
Officer,I-TITLE
of,O
First,B-ORG
Republic,I-ORG
from,O
January,B-DATE
2016,I-DATE
to,I-DATE
May,I-DATE
2017,I-DATE
",",O
as,O
Chief,B-TITLE
Investment,I-TITLE
Officer,I-TITLE
from,O
September,B-DATE
to,I-DATE
December,I-DATE
2015,I-DATE
and,O
as,O
Chief,B-TITLE
Investment,I-TITLE
Officer,I-TITLE
and,O
Co-Chief,B-TITLE
Risk,I-TITLE
Officer,I-TITLE
from,O
June,B-DATE
2014,I-DATE
to,I-DATE
August,I-DATE
2015,I-DATE
.,O
,
Prior,O
to,O
First,B-ORG
Republic,I-ORG
",",O
she,O
held,O
the,O
position,O
of,O
Managing,B-TITLE
Director,I-TITLE
and,O
Head,B-TITLE
of,I-TITLE
Financial,I-TITLE
Institutions,I-TITLE
Group,I-TITLE
Strategies,I-TITLE
at,O
Goldman,B-ORG
Sachs,I-ORG
",",O
where,O
she,O
worked,O
in,O
roles,O
of,O
increasing,O
responsibility,O
for,O
nearly,B-DATE
a,I-DATE
decade,I-DATE
",",O
advising,O
boards,O
and,O
executive,O
management,O
of,O
large,O
U.S.,O
banks,O
and,O
insurance,O
companies,O
.,O
,
Ms.,O
Erkan,B-PERSON
holds,O
a,O
B.Sc,O
.,O
from,O
Bogazici,B-ORG
University,I-ORG
(,O
Turkey,B-GPE
),O
and,O
a,O
Ph.D.,O
from,O
Princeton,B-ORG
University,I-ORG
.,O
,
Key,O
Skills,O
:,O
finance,O
",",O
strategic,O
planning,O
",",O
risk,O
management,O
",",O
brand,O
management,O
",",O
data,O
and,O
analytics,O
and,O
strategic,O
transactions,O
.,O
,
Roger,B-PERSON
N.,I-PERSON
Farah,I-PERSON
-,O
Mr.,O
Farah,B-PERSON
",",O
66,B-DATE
",",O
became,O
a,O
director,B-TITLE
of,O
Tiffany,B-ORG
&,I-ORG
Co.,I-ORG
in,O
March,B-DATE
2017,I-DATE
and,O
was,O
elected,O
Chairman,B-TITLE
of,O
the,O
Board,B-ORG
in,O
October,B-DATE
2017,I-DATE
.,O
,
He,O
served,O
as,O
the,O
Co-CEO,B-TITLE
of,O
Tory,B-ORG
Burch,I-ORG
LLC,I-ORG
from,O
2014,B-DATE
to,I-DATE
March,I-DATE
2017,I-DATE
",",O
when,O
he,O
transitioned,O
to,O
the,O
role,O
of,O
Executive,B-TITLE
Director,I-TITLE
",",O
which,O
he,O
held,O
through,O
December,B-DATE
2017,I-DATE
.,O
,
He,O
also,O
served,O
as,O
a,O
member,O
of,O
the,O
Board,O
of,O
Directors,O
of,O
Tory,B-ORG
Burch,I-ORG
LLC,I-ORG
from,O
2014,B-DATE
to,I-DATE
2017,I-DATE
.,O
,
Mr.,O
Farah,B-PERSON
served,O
as,O
President,B-TITLE
and,O
Chief,B-TITLE
Operating,I-TITLE
Officer,I-TITLE
of,O
Ralph,B-ORG
Lauren,I-ORG
Corporation,I-ORG
from,O
2000,B-DATE
to,I-DATE
2013,I-DATE
and,O
as,O
Executive,B-TITLE
Vice,I-TITLE
Chairman,I-TITLE
from,O
November,B-DATE
2013,I-DATE
to,I-DATE
May,I-DATE
2014,I-DATE
.,O
,
He,O
was,O
a,O
member,B-TITLE
of,O
the,O
Board,B-ORG
of,I-ORG
Directors,I-ORG
of,O
Ralph,B-ORG
Lauren,I-ORG
Corporation,I-ORG
from,O
2000,B-DATE
to,I-DATE
2014,I-DATE
.,O
,
Prior,O
to,O
joining,O
Ralph,B-ORG
Lauren,I-ORG
Corporation,I-ORG
",",O
he,O
served,O
as,O
Chairman,B-TITLE
of,O
the,O
Board,B-ORG
and,O
CEO,B-TITLE
of,O
Venator,B-ORG
Group,I-ORG
",",I-ORG
Inc.,I-ORG
(,O
now,O
Foot,B-ORG
Locker,I-ORG
",",I-ORG
Inc.,I-ORG
),O
",",O
as,O
President,B-TITLE
and,O
Chief,B-TITLE
Operating,I-TITLE
Officer,I-TITLE
of,O
R.H.,B-ORG
Macy,I-ORG
&,I-ORG
Co.,I-ORG
",",I-ORG
Inc.,I-ORG
and,O
as,O
Chairman,B-TITLE
and,O
CEO,B-TITLE
of,O
Federated,B-ORG
Merchandising,I-ORG
Services,I-ORG
.,O
,
Mr.,O
Farah,B-PERSON
currently,O
serves,O
on,O
the,O
Board,B-ORG
of,I-ORG
Directors,I-ORG
of,O
The,B-ORG
Progressive,I-ORG
Corporation,I-ORG
and,O
CVS,B-ORG
Health,I-ORG
Corporation,I-ORG
",",O
and,O
as,O
a,O
non-management,B-TITLE
director,I-TITLE
of,O
Metro,B-ORG
Bank,I-ORG
PLC,I-ORG
.,O
,
He,O
also,O
served,O
on,O
the,O
Board,B-ORG
of,I-ORG
Directors,I-ORG
of,O
the,O
following,O
public,O
company,O
during,O
the,O
past,B-DATE
five,I-DATE
years,I-DATE
:,O
Aetna,B-ORG
",",I-ORG
Inc.,I-ORG
(,O
which,O
was,O
acquired,O
by,O
CVS,B-ORG
Health,I-ORG
Corporation,I-ORG
in,O
November,B-DATE
2018,I-DATE
),O
.,O
,
Mr.,O
Farah,B-PERSON
holds,O
a,O
B.S,B-PRODUCT
.,O
in,O
Economics,O
from,O
the,O
University,B-ORG
of,I-ORG
Pennsylvania,I-ORG
",",O
Wharton,B-ORG
School,I-ORG
of,I-ORG
Business,I-ORG
.,O
,
Key,O
Skills,O
:,O
luxury,O
brand,O
management,O
",",O
global,O
management,O
",",O
marketing,O
and,O
product,O
development,O
.,O
,
Jane,B-PERSON
Hertzmark,I-PERSON
Hudis,I-PERSON
-,O
Ms.,O
Hertzmark,B-PERSON
Hudis,I-PERSON
",",O
59,B-DATE
",",O
is,O
the,O
Group,B-TITLE
President,I-TITLE
of,O
The,B-ORG
EstÃ©e,I-ORG
Lauder,I-ORG
Companies,I-ORG
Inc.,I-ORG
(,O
``,O
EstÃ©e,B-ORG
Lauder,I-ORG
'',O
),O
.,O
,
In,O
this,O
role,O
",",O
in,O
which,O
she,O
has,O
served,O
since,O
January,B-DATE
2015,I-DATE
",",O
she,O
is,O
responsible,O
for,O
leading,O
the,O
company,O
's,O
EstÃ©e,B-ORG
Lauder,I-ORG
",",O
La,B-ORG
Mer,I-ORG
",",O
Bobbi,B-ORG
Brown,I-ORG
",",O
AERIN,B-ORG
",",O
Darphin,B-ORG
",",O
Origins,B-ORG
",",O
Aveda,B-ORG
and,O
Bumble,B-ORG
and,I-ORG
bumble,I-ORG
brands,O
globally,O
.,O
,
From,O
2009,B-DATE
to,I-DATE
2014,I-DATE
",",O
Ms.,O
Hertzmark,B-PERSON
Hudis,I-PERSON
served,O
as,O
Global,B-TITLE
President,I-TITLE
of,O
the,O
EstÃ©e,B-ORG
Lauder,I-ORG
brand,O
.,O
,
Since,O
joining,O
EstÃ©e,B-ORG
Lauder,I-ORG
in,O
1986,B-DATE
",",O
she,O
has,O
served,O
in,O
management,O
positions,O
of,O
increasing,O
responsibility,O
",",O
including,O
as,O
President,B-TITLE
of,O
Origins,B-ORG
and,O
President,B-TITLE
of,O
BeautyBank,B-ORG
",",O
a,O
brand,O
innovation,O
think,O
tank,O
she,O
co-founded,O
in,O
2003,B-DATE
.,O
,
Ms.,O
Hertzmark,B-PERSON
Hudis,B-PERSON
serves,O
as,O
a,O
director,B-TITLE
of,O
the,O
Fashion,B-ORG
Institute,I-ORG
of,I-ORG
Technology,I-ORG
(,O
``,O
FIT,B-ORG
'',O
),O
Foundation,B-ORG
as,O
well,O
as,O
a,O
member,B-TITLE
of,O
FIT,B-ORG
's,O
executive,B-TITLE
committee,I-TITLE
of,O
the,O
cosmetics,O
and,O
fragrance,O
marketing,O
and,O
management,O
graduate,O
program,O
.,O
,
She,O
holds,O
a,O
B.A,B-PRODUCT
.,O
from,O
Vassar,B-ORG
College,I-ORG
and,O
an,O
M.B.A.,B-PRODUCT
from,O
Columbia,B-ORG
Business,I-ORG
School,I-ORG
.,O
,
Key,O
Skills,O
:,O
retail,O
and,O
brand,O
management,O
",",O
global,O
management,O
",",O
strategic,O
planning,O
",",O
product,O
innovation,O
and,O
digital,O
marketing,O
.,O
,
Abby,B-PERSON
F.,I-PERSON
Kohnstamm,I-PERSON
-,O
Ms.,O
Kohnstamm,B-PERSON
",",O
65,B-DATE
",",O
became,O
a,O
director,B-TITLE
of,O
Tiffany,B-ORG
&,I-ORG
Co.,I-ORG
in,O
2001,B-DATE
.,O
,
Ms.,O
Kohnstamm,B-PERSON
previously,O
served,O
as,O
the,O
Executive,B-TITLE
Vice,I-TITLE
President,I-TITLE
and,O
Chief,B-TITLE
Marketing,I-TITLE
Officer,I-TITLE
at,O
Pitney,B-ORG
Bowes,I-ORG
Inc.,I-ORG
(,O
``,O
Pitney,B-ORG
Bowes,I-ORG
'',O
),O
from,O
2013,B-DATE
until,I-DATE
her,O
retirement,O
on,O
July,B-DATE
1,I-DATE
",",I-DATE
2018,I-DATE
.,O
,
In,O
this,O
role,O
",",O
she,O
managed,O
Pitney,B-ORG
Bowes,I-ORG
's,O
worldwide,O
marketing,O
and,O
communications,O
",",O
pitneybowes.com,O
",",O
as,O
well,O
as,O
citizenship,O
and,O
philanthropy,O
for,O
Pitney,B-ORG
Bowes,I-ORG
.,O
,
Before,O
joining,O
Pitney,B-ORG
Bowes,I-ORG
",",O
Ms.,O
Kohnstamm,B-PERSON
was,O
the,O
President,B-TITLE
and,O
founder,B-TITLE
of,O
Abby,B-ORG
F.,I-ORG
Kohnstamm,I-ORG
&,I-ORG
Associates,I-ORG
",",I-ORG
Inc.,I-ORG
",",O
a,O
marketing,O
and,O
consulting,O
firm,O
.,O
,
Prior,O
to,O
establishing,O
her,O
company,O
in,O
2006,B-DATE
",",O
Ms.,O
Kohnstamm,B-PERSON
served,O
as,O
Senior,B-TITLE
Vice,I-TITLE
President,I-TITLE
",",I-TITLE
Marketing,I-TITLE
(,O
Chief,B-TITLE
Marketing,I-TITLE
Officer,I-TITLE
),O
of,O
IBM,B-ORG
Corporation,I-ORG
from,O
1993,B-DATE
through,I-DATE
2005,I-DATE
.,O
,
In,O
that,O
capacity,O
",",O
she,O
had,O
overall,O
responsibility,O
for,O
all,O
aspects,O
of,O
marketing,O
and,O
corporate,O
philanthropy,O
across,O
IBM,B-ORG
on,O
a,O
global,O
basis,O
.,O
,
Before,O
joining,O
IBM,B-ORG
",",O
Ms.,O
Kohnstamm,B-PERSON
held,O
a,O
number,O
of,O
senior,B-TITLE
marketing,I-TITLE
positions,I-TITLE
at,O
American,B-ORG
Express,I-ORG
from,O
1979,B-DATE
through,I-DATE
1993,I-DATE
.,O
,
Ms.,O
Kohnstamm,B-PERSON
is,O
a,O
member,B-TITLE
of,O
the,O
Board,B-ORG
of,I-ORG
Directors,I-ORG
of,O
the,O
Roundabout,B-ORG
Theatre,I-ORG
Company,I-ORG
and,O
Sanctuary,B-ORG
for,I-ORG
Families,I-ORG
",",O
as,O
well,O
as,O
Trustee,B-TITLE
Emeritus,I-TITLE
of,O
Tufts,B-ORG
University,I-ORG
,
.,O
She,O
holds,O
a,O
B.A,B-PRODUCT
.,O
from,O
Tufts,B-ORG
University,I-ORG
",",O
an,O
M.A,B-PRODUCT
.,O
in,O
Education,O
from,O
New,B-ORG
York,I-ORG
University,I-ORG
and,O
an,O
M.B.A.,B-PRODUCT
from,O
New,B-ORG
York,I-ORG
University,I-ORG
Stern,I-ORG
School,I-ORG
of,I-ORG
Business,I-ORG
.,O
,
Key,O
Skills,O
:,O
brand,O
management,O
",",O
global,O
management,O
",",O
strategic,O
planning,O
",",O
product,O
development,O
",",O
digital,O
marketing,O
and,O
e-commerce,O
.,O
,
James,B-PERSON
E.,I-PERSON
Lillie,I-PERSON
-,O
Mr.,O
Lillie,B-PERSON
",",O
57,B-DATE
",",O
became,O
a,O
director,B-TITLE
of,O
Tiffany,B-ORG
&,I-ORG
Co.,I-ORG
in,O
March,B-DATE
2017,I-DATE
.,O
,
He,O
is,O
the,O
Vice,B-TITLE
Chairman,I-TITLE
of,O
Mariposa,B-ORG
Capital,I-ORG
",",O
a,O
private,O
investment,O
office,O
.,O
,
Prior,O
to,O
April,B-DATE
2019,I-DATE
",",O
he,O
served,O
as,O
a,O
consultant,B-TITLE
for,O
Newell,B-ORG
Brands,I-ORG
",",O
which,O
acquired,O
Jarden,B-ORG
Corporation,I-ORG
in,O
April,B-DATE
2016,I-DATE
.,O
,
He,O
held,O
senior,B-TITLE
positions,I-TITLE
at,O
Jarden,B-ORG
Corporation,I-ORG
from,O
2003,B-DATE
through,O
the,O
aforementioned,O
acquisition,O
of,O
the,O
company,O
",",O
including,O
as,O
President,B-TITLE
and,O
Chief,B-TITLE
Operating,I-TITLE
Officer,I-TITLE
and,O
",",O
beginning,O
in,O
2011,B-DATE
",",O
CEO,B-TITLE
.,O
,
He,O
also,O
served,O
as,O
a,O
member,B-TITLE
of,O
the,O
Board,B-ORG
of,I-ORG
Directors,I-ORG
of,O
Jarden,B-ORG
Corporation,I-ORG
from,O
2011,B-DATE
until,O
the,O
aforementioned,O
acquisition,O
.,O
,
Prior,O
to,O
joining,O
Jarden,B-ORG
Corporation,I-ORG
",",O
Mr.,O
Lillie,B-PERSON
served,O
as,O
Executive,B-TITLE
Vice,I-TITLE
President,I-TITLE
of,I-TITLE
Operations,I-TITLE
at,O
Moore,B-ORG
Corporation,I-ORG
Limited,I-ORG
and,O
held,O
several,O
senior,O
level,O
management,O
positions,O
at,O
portfolio,O
companies,O
of,O
Kohlberg,B-ORG
",",I-ORG
Kravis,I-ORG
",",I-ORG
Roberts,I-ORG
&,I-ORG
Company,I-ORG
.,O
,
Mr.,O
Lillie,B-PERSON
serves,O
on,O
the,O
Board,B-TITLE
of,I-TITLE
Directors,I-TITLE
of,O
J2,B-ORG
Acquisition,I-ORG
Limited,I-ORG
and,O
Nomad,B-ORG
Foods,I-ORG
Limited,I-ORG
",",O
and,O
previously,O
served,O
on,O
the,O
Board,B-TITLE
of,I-TITLE
Directors,I-TITLE
of,O
Radio,B-ORG
Prisa,I-ORG
in,O
Spain,B-GPE
and,O
the,O
US-China,B-ORG
Business,I-ORG
Council,I-ORG
.,O
,
Mr.,O
Lillie,B-PERSON
holds,O
a,O
B.A,B-PRODUCT
.,O
from,O
the,O
University,B-ORG
of,I-ORG
Wisconsin,I-ORG
.,O
,
Key,O
Skills,O
:,O
global,O
management,O
",",O
strategic,O
planning,O
",",O
finance,O
",",O
product,O
innovation,O
and,O
business,O
process,O
optimization,O
.,O
,
William,B-PERSON
A.,I-PERSON
Shutzer,I-PERSON
-,O
Mr.,O
Shutzer,B-PERSON
",",O
72,B-DATE
",",O
became,O
a,O
director,B-TITLE
of,O
Tiffany,B-ORG
&,I-ORG
Co.,I-ORG
in,O
1984,B-DATE
.,O
,
He,O
has,O
been,O
a,O
Senior,B-TITLE
Managing,I-TITLE
Director,I-TITLE
of,O
Evercore,B-ORG
Partners,I-ORG
",",O
a,O
financial,O
advisory,O
and,O
private,O
equity,O
firm,O
",",O
since,O
2004,B-DATE
.,O
,
He,O
previously,O
served,O
as,O
a,O
Managing,B-TITLE
Director,I-TITLE
of,O
Lehman,B-ORG
Brothers,I-ORG
from,O
2000,B-DATE
through,I-DATE
2003,I-DATE
",",O
a,O
Partner,B-TITLE
in,O
Thomas,B-ORG
Weisel,I-ORG
Partners,I-ORG
LLC,I-ORG
",",O
a,O
merchant,O
banking,O
firm,O
",",O
from,O
1999,B-DATE
through,I-DATE
2000,I-DATE
",",O
as,O
Executive,B-TITLE
Vice,I-TITLE
President,I-TITLE
of,O
ING,B-ORG
Baring,I-ORG
Furman,I-ORG
Selz,I-ORG
LLC,I-ORG
from,O
1998,B-DATE
through,I-DATE
1999,I-DATE
",",O
President,B-TITLE
of,O
Furman,B-ORG
Selz,I-ORG
Inc.,I-ORG
from,O
1995,B-DATE
through,I-DATE
1997,I-DATE
and,O
as,O
a,O
Managing,B-TITLE
Director,I-TITLE
of,O
Lehman,B-ORG
Brothers,I-ORG
and,O
its,O
predecessors,O
from,O
1978,B-DATE
through,I-DATE
1994,I-DATE
.,O
,
Mr.,O
Shutzer,B-PERSON
serves,O
on,O
the,O
Board,B-TITLE
of,I-TITLE
Directors,I-TITLE
of,O
ExamWorks,B-ORG
Group,I-ORG
",",I-ORG
Inc.,I-ORG
and,O
Evercore,B-ORG
Trust,I-ORG
Company,I-ORG
.,O
,
He,O
has,O
also,O
served,O
on,O
the,O
Board,B-TITLE
of,I-TITLE
Directors,I-TITLE
of,O
the,O
following,O
public,O
company,O
during,O
the,O
past,B-DATE
five,I-DATE
years,I-DATE
:,O
Mecklermedia,B-ORG
Corporation,I-ORG
(,O
formerly,O
known,O
as,O
Mediabistro,B-ORG
Inc.,I-ORG
),O
.,O
,
Key,O
Skills,O
:,O
finance,O
",",O
investor,O
relations,O
and,O
strategic,O
planning,O
.,O
,
Robert,B-PERSON
S.,I-PERSON
Singer,I-PERSON
-,O
Mr.,O
Singer,B-PERSON
",",O
67,B-DATE
",",O
became,O
a,O
director,B-TITLE
of,O
Tiffany,B-ORG
&,I-ORG
Co.,I-ORG
in,O
2012,B-DATE
.,O
,
He,O
has,O
been,O
a,O
consultant,O
for,O
IDG,B-ORG
Capital,I-ORG
",",O
a,O
private,O
equity,O
firm,O
",",O
since,O
November,B-DATE
1,I-DATE
",",I-DATE
2018,I-DATE
",",O
and,O
previously,O
served,O
as,O
CEO,B-TITLE
of,O
Barilla,B-ORG
Holding,I-ORG
S.p.A,I-ORG
",",O
a,O
major,O
Italian,B-NORP
food,O
company,O
",",O
from,O
2006,B-DATE
to,I-DATE
2009,I-DATE
.,O
,
From,O
2004,B-DATE
to,I-DATE
2005,I-DATE
",",O
Mr.,O
Singer,B-PERSON
served,O
as,O
President,B-TITLE
and,O
Chief,B-TITLE
Operating,I-TITLE
Officer,I-TITLE
of,O
Abercrombie,B-ORG
&,I-ORG
Fitch,I-ORG
Co.,I-ORG
",",O
an,O
American,B-NORP
clothing,O
retailer,O
.,O
,
Prior,O
to,O
joining,O
Abercrombie,B-ORG
",",O
Mr.,O
Singer,B-PERSON
served,O
as,O
Chief,B-TITLE
Financial,I-TITLE
Officer,I-TITLE
of,O
Gucci,B-ORG
Group,I-ORG
NV,I-ORG
",",O
a,O
leading,O
luxury,O
goods,O
company,O
",",O
from,O
1995,B-DATE
to,I-DATE
2004,I-DATE
.,O
,
From,O
1987,B-DATE
to,I-DATE
1995,I-DATE
",",O
Mr.,O
Singer,B-PERSON
was,O
a,O
Partner,B-TITLE
at,O
Coopers,B-ORG
&,I-ORG
Lybrand,I-ORG
.,O
,
Mr.,O
Singer,B-PERSON
served,O
on,O
the,O
Board,B-TITLE
of,I-TITLE
Directors,I-TITLE
of,O
Benetton,B-ORG
S.p.A.,I-ORG
from,O
2006,B-DATE
to,I-DATE
2010,I-DATE
",",O
and,O
on,O
the,O
Board,B-TITLE
of,I-TITLE
Directors,I-TITLE
of,O
Fairmont,B-ORG
Hotels,I-ORG
&,I-ORG
Resorts,I-ORG
",",I-ORG
Inc.,I-ORG
from,O
2003,B-DATE
to,I-DATE
2006,I-DATE
.,O
,
Mr.,O
Singer,B-PERSON
currently,O
serves,O
on,O
the,O
Board,B-TITLE
of,I-TITLE
Directors,I-TITLE
of,O
Coty,B-ORG
Inc.,I-ORG
and,O
Keurig,B-ORG
Dr.,I-ORG
Pepper,I-ORG
Inc.,I-ORG
",",O
and,O
served,O
on,O
the,O
Board,B-TITLE
of,I-TITLE
Directors,I-TITLE
of,O
the,O
following,O
public,O
companies,O
during,O
the,O
past,B-DATE
five,I-DATE
years,I-DATE
:,O
Mead,B-ORG
Johnson,I-ORG
Nutrition,I-ORG
Company,I-ORG
and,O
Jimmy,B-ORG
Choo,I-ORG
PLC,I-ORG
.,O
,
Mr.,O
Singer,B-PERSON
also,O
currently,O
serves,O
on,O
the,O
Board,B-TITLE
of,I-TITLE
Directors,I-TITLE
of,O
several,O
non-public,O
companies,O
.,O
,
Key,O
Skills,O
:,O
accounting,O
",",O
global,O
retail,O
",",O
financial,O
and,O
general,O
management,O
of,O
luxury,O
brands,O
.,O
,
Francesco,B-PERSON
Trapani,I-PERSON
-,O
Mr.,O
Trapani,B-PERSON
",",O
62,B-DATE
",",O
became,O
a,O
director,B-TITLE
of,O
Tiffany,B-ORG
&,I-ORG
Co.,I-ORG
in,O
March,B-DATE
2017,I-DATE
.,O
,
From,O
1984,B-DATE
until,I-DATE
2012,I-DATE
",",O
Mr.,O
